Operator name,cluster,Sub-cluster,line,Because,alternative,Signage,Station arrangements,Station number,Station name,Activity at the station,Name of first download station,Distance from previous station,Distance from departure station,Travel time from departure station,Long,Lat,City,Street,No. Home
Superbus,The valleys,Afula,855,1,0,855,32,53603,Afula bypass junction,Collect only,-,827,12241,23.79999924,35.288619,32.623002,Jezreel Valley,65,-
Superbus,The valleys,Afula,855,1,0,855,33,63988,Straight track / via Kiryat Sefer,Download Only,-,106493,118735,103.0999985,35.037777,31.935648,Modi'in Illit,Straight track,-
Superbus,The valleys,Afula,855,1,0,855,34,65408,Elite Intelligence Terminal / Download,Download Only,-,100,118835,103.4000015,35.037012,31.936189,Modi'in Illit, ,-
Superbus,The valleys,Afula,855,2,0,855,1,65409,Elite Intelligence Terminal,Collect only,Afula bypass junction / student dormitories,0,0,0,35.03749,31.935848,Modi'in Illit, ,-
Superbus,The valleys,Afula,855,2,0,855,2,56013,Afula bypass junction / student dormitories,Download Only,-,106588,106588,74,35.289332,32.622269,Afula,60/65,-
Superbus,The valleys,Afula,855,2,0,855,3,55125,Fire station junction,Download Only,-,818,107406,75.5,35.289753,32.615736,Afula,The Histadrut,2
Superbus,The valleys,Afula,855,2,0,855,4,55628,Histadrut / Hagan,Download Only,-,432,107838,76.44999695,35.293715,32.613855,Afula,The Histadrut,34
Superbus,The valleys,Afula,855,2,0,855,5,55624,Histadrut / Sd. Yitzhak Rabin,Download Only,-,296,108134,77.41666412,35.296556,32.613213,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,855,2,0,855,6,55240,Breast. Yitzhak Rabin / Ben Gurion Road,Download Only,-,462,108596,78.76667023,35.300608,32.615573,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,855,2,0,855,7,55047,Valley Hospital,Download Only,-,1399,109995,81.08333588,35.313821,32.621365,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,855,2,0,855,8,55324,Givat Hamoreh Junction,Download Only,-,999,110994,82.30000305,35.322175,32.625621,Afula,David Eleazar Dado,-
Superbus,The valleys,Afula,855,2,0,855,9,55040,Nursing Home from Shalev / Jabotinsky,Download Only,-,258,111252,82.59999847,35.323396,32.62356,Afula,Jabotinsky,-
Superbus,The valleys,Afula,855,2,0,855,10,55554,Connecticut / Jabotinsky,Download Only,-,304,111556,82.93333435,35.32378,32.620866,Afula,Jabotinsky,-
Superbus,The valleys,Afula,855,2,0,855,11,56022,Connecticut / Dokifat Boulevard,Download Only,-,802,112358,83.80000305,35.330377,32.617762,Afula,Connecticut Avenue,-
Superbus,The valleys,Afula,855,2,0,855,12,55479,Aliyat Hanoar / Dem. Connecticut,Download Only,-,153,112511,84.05000305,35.330522,32.618283,Afula,Youth Aliyah,33
Superbus,The valleys,Afula,855,2,0,855,13,55480,Aliyat Hanoar / Yigal Cohen,Download Only,-,308,112819,84.6166687,35.329506,32.620772,Afula,Youth Aliyah,-
Superbus,The valleys,Afula,855,2,0,855,14,55477,Aliyat Hanoar / Scout,Download Only,-,303,113122,85.3666687,35.33033,32.622286,Afula,Youth Aliyah,7
Superbus,The valleys,Afula,855,2,0,855,15,56732,Henrietta Szold / Aliyat Hanoar,Download Only,-,135,113257,85.69999695,35.331555,32.621714,Afula,Youth Aliyah,3
Superbus,The valleys,Afula,855,2,0,855,16,55121,Henrietta Szold / Janusz Korczak,Download Only,-,224,113481,86.18333435,35.331704,32.623447,Afula,Henrietta Szold,19
Superbus,The valleys,Afula,855,2,0,855,17,55432,Henrietta Szold / Ibn Gvirol,Download Only,-,232,113713,86.69999695,35.329387,32.623758,Afula,Henrietta Szold,3
Superbus,The valleys,Afula,855,2,0,855,18,55006,Givat Hamoreh Park,Download Only,-,269,113982,87.25,35.328604,32.625404,Afula,Ibn Gvirol,47
Superbus,The valleys,Afula,855,2,0,855,19,55002,Ibn Gvirol / Smilansky,Download Only,-,268,114250,87.8666687,35.327085,32.627082,Afula,Ibn Gvirol,37
Superbus,The valleys,Afula,855,2,0,855,20,55003,Ibn Gvirol / The Prophets,Download Only,-,244,114494,88.41666412,35.325034,32.625935,Afula,Ibn Gvirol,19
Superbus,The valleys,Afula,855,2,0,855,21,55001,Ibn Gvirol / Komemiyut,Download Only,-,335,114829,89.1166687,35.323832,32.624168,Afula,Ibn Gvirol,3
Superbus,The valleys,Afula,855,2,0,855,22,56020,Golani Road / David Elazar,Download Only,-,363,115192,89.68333435,35.322405,32.626528,Afula,Golani Road,-
Superbus,The valleys,Afula,855,2,0,855,23,55567,Kaplan / hint,Download Only,-,668,115860,90.78333282,35.326549,32.630225,Afula,Kaplan,4
Superbus,The valleys,Afula,855,2,0,855,24,56718,Herzl / H.N. Bialik,Download Only,-,423,116283,91.71666718,35.326069,32.632992,Afula,Herzl,2
Superbus,The valleys,Afula,855,2,0,855,25,56719,The Defense / Herzl,Download Only,-,215,116498,92.15000153,35.328334,32.632838,Afula,Herzl,12
Superbus,The valleys,Afula,855,2,0,855,26,56720,Herzl / Tribes of Israel,Download Only,-,296,116794,92.81666565,35.331303,32.632067,Afula,Herzl,26
Superbus,The valleys,Afula,855,2,0,855,27,56074,Industry / Engraver,Download Only,-,421,117215,93.78333282,35.334537,32.633476,Afula,Industry,18
Superbus,The valleys,Afula,855,2,0,855,28,56073,Industry / Labor,Download Only,-,163,117378,94.1333313,35.334619,32.634943,Afula,Industry,24
Superbus,The valleys,Afula,855,2,0,855,29,55107,The Haganah / Palmach,Download Only,-,577,117955,95.34999847,35.330823,32.63629,Afula,The defense,49
Superbus,The valleys,Afula,855,2,0,855,30,58579,Yitzhak Sadeh / Shivat Zion,Download Only,-,404,118359,96.28333282,35.325679,32.636952,Afula,Its'hak Sadeh,61
Superbus,The valleys,Afula,855,2,0,855,31,56725,Dolev / Yitzhak Sadeh,Download Only,-,293,118652,96.84999847,35.322938,32.636614,Afula,plane,18
Superbus,The valleys,Yokneam,117,1,0,117,1,54841,A. Kfar Yehoshua train / collection,Collect only,Kfar Yehoshua Junction,0,0,0,35.126798,32.680897,Joshua Village, ,-
Superbus,The valleys,Yokneam,117,1,0,117,2,53541,Kfar Yehoshua Junction,Collect and download,Hatishbi Junction,1074,1074,1.416666627,35.121931,32.682763,Jezreel Valley,722,-
Superbus,The valleys,Yokneam,117,1,0,117,3,51531,Hatishbi Junction,Collect and download,Yokneam / Moshava Junction,1835,2909,3.049999952,35.107817,32.671848,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,117,1,0,117,4,52656,Yokneam / Moshava Junction,Collect and download,The date / fig,584,3493,3.75,35.107994,32.666642,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,117,1,0,117,5,52255,The date / fig,Collect and download,Downtown / ORT High School,1100,4593,6.083333492,35.106661,32.658228,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,117,1,0,117,6,54223,Downtown / ORT High School,Collect and download,Tselim / HaShikma,495,5088,7.633333206,35.104774,32.654568,Yokneam Illith,Hayovel Boulevard,-
Superbus,The valleys,Yokneam,117,1,0,117,7,52631,Tselim / HaShikma,Collect and download,The Tselim / Pines,294,5382,8.333333015,35.102564,32.653133,Yokneam Illith,The Tselim,9
Superbus,The valleys,Yokneam,117,1,0,117,8,53430,The Tselim / Pines,Collect and download,The Tselim / Hikinton,390,5772,9.183333397,35.098781,32.651881,Yokneam Illith,The Tselim,35
Superbus,The valleys,Yokneam,117,1,0,117,9,53455,The Tselim / Hikinton,Collect and download,The Tselim / Dekel,476,6248,10.23333359,35.094593,32.649468,Yokneam Illith,The Tselim,40
Superbus,The valleys,Yokneam,117,1,0,117,10,53456,The Tselim / Dekel,Collect and download,The Tselim / Arava,333,6581,10.94999981,35.091669,32.647805,Yokneam Illith,The Tselim,73
Superbus,The valleys,Yokneam,117,1,0,117,11,59591,The Tselim / Arava,Collect and download,Tselim / Rabin,366,6947,11.75,35.089936,32.645152,Yokneam Illith,The Tselim,70
Superbus,The valleys,Yokneam,117,1,0,117,12,53431,Tselim / Rabin,Collect and download,Jordan / Yitzhak Rabin Boulevard,198,7145,12.1833334,35.090735,32.643531,Yokneam Illith,The Tselim,-
Superbus,The valleys,Yokneam,117,1,0,117,13,56172,Jordan / Yitzhak Rabin Boulevard,Collect and download,Jordan / Strait,391,7536,13.01666641,35.08962,32.642133,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,117,1,0,117,14,56170,Jordan / Strait,Collect and download,Jordan / Sion,238,7774,13.53333378,35.088925,32.643358,Yokneam Illith,Jordan,1
Superbus,The valleys,Yokneam,117,1,0,117,15,56169,Jordan / Sion,Collect and download,Jordan / Dalyot,241,8015,14.08333302,35.087954,32.644967,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,117,1,0,117,16,56171,Jordan / Dalyot,Collect and download,Jordan / Arbel,441,8456,15.01666641,35.086379,32.642588,Yokneam Illith,Jordan,62
Superbus,The valleys,Yokneam,117,1,0,117,17,56176,Jordan / Arbel,Collect and download,Rabin / Jordan Blvd.,505,8961,16.14999962,35.084059,32.639419,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,117,1,0,117,18,59588,Rabin / Jordan Blvd.,Collect and download,Big Center / Odem Forest,712,9673,17.70000076,35.090026,32.641802,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,117,1,0,117,19,53436,Big Center / Odem Forest,Collect and download,Tidhar School / Odem Forest,223,9896,18.18333244,35.091698,32.642381,Yokneam Illith,Ruby forest,-
Superbus,The valleys,Yokneam,117,1,0,117,20,59589,Tidhar School / Odem Forest,Collect and download,Commercial Center / Odem Forest,693,10589,19.70000076,35.091405,32.638187,Yokneam Illith,Ruby forest,-
Superbus,The valleys,Yokneam,117,1,0,117,21,53500,Commercial Center / Odem Forest,Collect and download,Odem Forest / Meron,207,10796,20.23333359,35.089505,32.637428,Yokneam Illith,Ruby forest,19
Superbus,The valleys,Yokneam,117,1,0,117,22,53501,Odem Forest / Meron,Collect and download,Kiryat Hinuch / Hagai,371,11167,20.96666718,35.087082,32.637134,Yokneam Illith,Ruby forest,5
Superbus,The valleys,Yokneam,117,1,0,117,23,54926,Kiryat Hinuch / Hagai,Download Only,-,539,11706,22.13333321,35.081072,32.636034,Yokneam Illith,The valley,-
Superbus,The valleys,Yokneam,117,1,0,117,24,51243,Education Campus,Download Only,-,377,12083,22.66666603,35.080419,32.637083,Yokneam Illith,The valley,7
Superbus,The valleys,Yokneam,117,2,0,117,1,51243,Education Campus,Collect only,Odem Forest / Avital,0,0,0,35.080419,32.637083,Yokneam Illith,The valley,7
Superbus,The valleys,Yokneam,117,2,0,117,2,56175,Odem Forest / Avital,Collect and download,Commercial Center / Odem Forest,697,697,2,35.085949,32.637155,Yokneam Illith,Ruby forest,4
Superbus,The valleys,Yokneam,117,2,0,117,3,56174,Commercial Center / Odem Forest,Collect and download,Tidhar School / Odem Forest,297,994,2.650000095,35.08947,32.637397,Yokneam Illith,Ruby forest,26
Superbus,The valleys,Yokneam,117,2,0,117,4,56173,Tidhar School / Odem Forest,Collect and download,Yitzhak Rabin / Jordan Boulevard,267,1261,3.233333349,35.091275,32.638131,Yokneam Illith,Ruby forest,36
Superbus,The valleys,Yokneam,117,2,0,117,5,53434,Yitzhak Rabin / Jordan Boulevard,Collect and download,Jordan / Hasbani,1133,2394,5.699999809,35.088832,32.641187,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,117,2,0,117,6,53438,Jordan / Hasbani,Collect and download,Jordan / Banias,543,2937,6.900000095,35.084142,32.639466,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,117,2,0,117,7,53439,Jordan / Banias,Collect and download,Jordan / Dalyot,166,3103,7.25,35.083875,32.640806,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,117,2,0,117,8,53440,Jordan / Dalyot,Collect and download,Jordan / Sion,294,3397,7.900000095,35.086063,32.642333,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,117,2,0,117,9,53441,Jordan / Sion,Collect and download,Jordan / Sion,190,3587,8.316666603,35.086689,32.643876,Yokneam Illith,Jordan,43
Superbus,The valleys,Yokneam,117,2,0,117,10,53442,Jordan / Sion,Collect and download,Jordan / Strait,335,3922,9.033333778,35.087946,32.644427,Yokneam Illith,Jordan,15
Superbus,The valleys,Yokneam,117,2,0,117,11,53443,Jordan / Strait,Collect and download,Rabin / Jordan Blvd.,201,4123,9.483333588,35.089195,32.643343,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,117,2,0,117,12,59588,Rabin / Jordan Blvd.,Collect and download,The Tze'elim / Yitzhak Rabin Boulevard,377,4500,10.30000019,35.090026,32.641802,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,117,2,0,117,13,53432,The Tze'elim / Yitzhak Rabin Boulevard,Collect and download,The Tselim / Arava,341,4841,11,35.090424,32.643901,Yokneam Illith,The Tselim,89
Superbus,The valleys,Yokneam,117,2,0,117,14,53285,The Tselim / Arava,Collect and download,The Tselim / Dekel,255,5096,11.5,35.090095,32.646103,Yokneam Illith,The Tselim,79
Superbus,The valleys,Yokneam,117,2,0,117,15,53286,The Tselim / Dekel,Collect and download,The Tselim / Hikinton,266,5362,12.1833334,35.091738,32.647835,Yokneam Illith,The Tselim,73
Superbus,The valleys,Yokneam,117,2,0,117,16,53287,The Tselim / Hikinton,Collect and download,Tselim / Arava,414,5776,13.01666641,35.095339,32.649953,Yokneam Illith,The Tselim,51
Superbus,The valleys,Yokneam,117,2,0,117,17,53237,Tselim / Arava,Collect and download,The Tselim / Pines,231,6007,13.73333359,35.097355,32.651145,Yokneam Illith,The Tselim,39
Superbus,The valleys,Yokneam,117,2,0,117,18,53448,The Tselim / Pines,Collect and download,Tselim / Dudaim,231,6238,14.05000019,35.099514,32.652094,Yokneam Illith,The Tselim,-
Superbus,The valleys,Yokneam,117,2,0,117,19,53128,Tselim / Dudaim,Collect and download,Downtown / ORT High School,328,6566,14.75,35.10201,32.652723,Yokneam Illith,The Tselim,-
Superbus,The valleys,Yokneam,117,2,0,117,20,59597,Downtown / ORT High School,Collect and download,The Date / Heroes,304,6870,15.46666622,35.104705,32.654495,Yokneam Illith,Hayovel Boulevard,-
Superbus,The valleys,Yokneam,117,2,0,117,21,52626,The Date / Heroes,Collect and download,The date / bell,193,7063,16.35000038,35.105541,32.65588,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,117,2,0,117,22,52258,The date / bell,Collect and download,Yokneam Illit Junction,375,7438,17.18333244,35.106778,32.658907,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,117,2,0,117,23,52256,Yokneam Illit Junction,Collect and download,Yokneam Moshava Junction,392,7830,18.58333397,35.105354,32.661879,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,117,2,0,117,24,55521,Yokneam Moshava Junction,Collect and download,Hatishbi Junction,733,8563,19.39999962,35.108573,32.667845,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,117,2,0,117,25,53245,Hatishbi Junction,Collect and download,Kfar Yehoshua Junction,673,9236,20.54999924,35.109535,32.673213,Yokneam Illith,722,-
Superbus,The valleys,Yokneam,117,2,0,117,26,58517,Kfar Yehoshua Junction,Collect and download,A. Kfar Yehoshua train / unloading,1822,11058,21.68333244,35.12417,32.682396,Jezreel Valley,7224,-
Superbus,The valleys,Yokneam,117,2,0,117,27,54840,A. Kfar Yehoshua train / unloading,Download Only,-,400,11458,22.23333359,35.126129,32.681029,Joshua Village, ,-
Superbus,The valleys,Yokneam,118,1,0,118,1,59696,G / Terminal Mall Terminal,Collect only,The date / bell,0,0,0,35.105683,32.659552,Yokneam Illith, ,-
Superbus,The valleys,Yokneam,118,1,0,118,2,52258,The date / bell,Collect and download,Yokneam Illit Junction,349,349,1.350000024,35.106778,32.658907,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,118,1,0,118,3,52257,Yokneam Illit Junction,Collect and download,The Carmel / the future,430,779,2.966666698,35.104405,32.660838,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,118,1,0,118,4,54958,The Carmel / the future,Collect and download,Osem Junction to the north,1070,1849,4.150000095,35.097946,32.657328,Yokneam Illith,The Carmel,-
Superbus,The valleys,Yokneam,118,1,0,118,5,56342,Osem Junction to the north,Collect and download,Yokneam Illit Junction,410,2259,5.566666603,35.101721,32.657593,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,118,1,0,118,6,52256,Yokneam Illit Junction,Collect and download,Fire Department Square,588,2847,6.483333111,35.105354,32.661879,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,118,1,0,118,7,59691,Fire Department Square,Collect and download,Hatishbi Junction,869,3716,7.75,35.106562,32.66772,Yokneam Illith,Progress,13
Superbus,The valleys,Yokneam,118,1,0,118,8,53245,Hatishbi Junction,Collect and download,Kfar Yehoshua Junction,772,4488,9.850000381,35.109535,32.673213,Yokneam Illith,722,-
Superbus,The valleys,Yokneam,118,1,0,118,9,58517,Kfar Yehoshua Junction,Collect and download,A. Kfar Yehoshua train / unloading,1822,6310,11,35.12417,32.682396,Jezreel Valley,7224,-
Superbus,The valleys,Yokneam,118,1,0,118,10,54840,A. Kfar Yehoshua train / unloading,Download Only,-,400,6710,11.55000019,35.126129,32.681029,Joshua Village, ,-
Superbus,The valleys,Yokneam,118,2,0,118,1,54841,A. Kfar Yehoshua train / collection,Collect only,Kfar Yehoshua Junction,0,0,0,35.126798,32.680897,Joshua Village, ,-
Superbus,The valleys,Yokneam,118,2,0,118,2,53541,Kfar Yehoshua Junction,Collect and download,Progress / Power,1074,1074,1.416666627,35.121931,32.682763,Jezreel Valley,722,-
Superbus,The valleys,Yokneam,118,2,0,118,3,59604,Progress / Power,Collect and download,Soltam Factory,2087,3161,3.349999905,35.106971,32.670044,Yokneam Illith,Progress,6
Superbus,The valleys,Yokneam,118,2,0,118,4,59603,Soltam Factory,Collect and download,Tavor Square,698,3859,4.866666794,35.105203,32.664119,Yokneam Illith,Progress,28
Superbus,The valleys,Yokneam,118,2,0,118,5,59602,Tavor Square,Collect and download,Yokneam Illit Junction,216,4075,5.333333492,35.104273,32.662647,Yokneam Illith, ,-
Superbus,The valleys,Yokneam,118,2,0,118,6,52257,Yokneam Illit Junction,Collect and download,The Carmel / the future,220,4295,6,35.104405,32.660838,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,118,2,0,118,7,54958,The Carmel / the future,Collect and download,G Mall Terminal / Download,988,5283,7.183333397,35.097946,32.657328,Yokneam Illith,The Carmel,-
Superbus,The valleys,Yokneam,118,2,0,118,8,56256,G Mall Terminal / Download,Download Only,-,857,6140,9.899999619,35.104277,32.658883,Yokneam Illith, ,-
Superbus,The valleys,Yokneam,181,1,0,181,1,43009,A. Central Bay / Intercity Piers,Collect only,Check Post,0,0,0,35.034172,32.793287,Haifa, ,-
Superbus,The valleys,Yokneam,181,1,0,181,2,43075,Check Post,Collect and download,bar yehoda,1671,1671,4.949999809,35.028205,32.788102,Haifa,Derech Israel Bar Yehuda,-
Superbus,The valleys,Yokneam,181,1,0,181,3,43074,bar yehoda,Collect and download,Shopping center / Bar Yehuda Road,586,2257,5.966666698,35.031696,32.783723,Nesher,Through Bar Yehuda,-
Superbus,The valleys,Yokneam,181,1,0,181,4,43043,Shopping center / Bar Yehuda Road,Collect and download,Bar Yehuda / Steel,453,2710,6.716666698,35.034999,32.780778,Nesher,Through Bar Yehuda,-
Superbus,The valleys,Yokneam,181,1,0,181,5,43067,Bar Yehuda / Steel,Collect and download,Bar Yehuda Road / Defense,425,3135,7.449999809,35.038347,32.778191,Nesher,Through Bar Yehuda,-
Superbus,The valleys,Yokneam,181,1,0,181,6,43064,Bar Yehuda Road / Defense,Collect and download,Bar Yehuda / Yeshurun,273,3408,8.050000191,35.040505,32.776541,Nesher,Through Bar Yehuda,56
Superbus,The valleys,Yokneam,181,1,0,181,7,43042,Bar Yehuda / Yeshurun,Collect and download,Derech Hashalom / Peretz,353,3761,8.699999809,35.043302,32.774408,Nesher,Through Bar Yehuda,-
Superbus,The valleys,Yokneam,181,1,0,181,8,43005,Derech Hashalom / Peretz,Collect and download,Derech Hashalom / Barak,399,4160,9.649999619,35.045304,32.771852,Nesher,HaShalom road,14
Superbus,The valleys,Yokneam,181,1,0,181,9,43039,Derech Hashalom / Barak,Collect and download,Bar Yehuda / Derech Moshe,390,4550,10.48333359,35.048145,32.76937,Nesher,HaShalom road,32
Superbus,The valleys,Yokneam,181,1,0,181,10,43036,Bar Yehuda / Derech Moshe,Collect and download,Eagle Stadium,370,4920,11.58333302,35.051137,32.767939,Nesher,Through Bar Yehuda,-
Superbus,The valleys,Yokneam,181,1,0,181,11,40362,Eagle Stadium,Collect and download,sport Center,293,5213,12.21666622,35.052739,32.765668,Nesher,752,-
Superbus,The valleys,Yokneam,181,1,0,181,12,46204,sport Center,Collect and download,Carmel Zevulun School,867,6080,13.05000019,35.058064,32.759292,Zebulun,752,-
Superbus,The valleys,Yokneam,181,1,0,181,13,47721,Carmel Zevulun School,Collect and download,Yagur Interchange,1419,7499,14.03333378,35.067968,32.74994,Zebulun,7521,-
Superbus,The valleys,Yokneam,181,1,0,181,14,40322,Yagur Interchange,Collect and download,Yagur / Kfar Hasidim,1170,8669,15.26666641,35.071582,32.752198,Zebulun,70,-
Superbus,The valleys,Yokneam,181,1,0,181,15,43137,Yagur / Kfar Hasidim,Collect and download,The Valleys Interchange / Exit to Road 6 South,886,9555,16.01666641,35.078521,32.746783,Zebulun,70/75,-
Superbus,The valleys,Yokneam,181,1,0,181,16,43266,The Valleys Interchange / Exit to Road 6 South,Collect and download,Hatishbi Junction,3394,12949,18.73333359,35.09952,32.724768,Zebulun,Exit to Route 6 South,-
Superbus,The valleys,Yokneam,181,1,0,181,17,51531,Hatishbi Junction,Collect and download,Yokneam / Moshava Junction,6166,19115,23.28333282,35.107817,32.671848,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,181,1,0,181,18,52656,Yokneam / Moshava Junction,Collect and download,The date / fig,584,19699,23.98333359,35.107994,32.666642,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,181,1,0,181,19,52255,The date / fig,Download Only,-,1100,20799,26.14999962,35.106661,32.658228,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,181,1,0,181,20,54223,Downtown / ORT High School,Download Only,-,496,21295,27.71666718,35.104774,32.654568,Yokneam Illith,Hayovel Boulevard,-
Superbus,The valleys,Yokneam,181,1,0,181,21,52631,Tselim / HaShikma,Download Only,-,293,21588,28.41666603,35.102564,32.653133,Yokneam Illith,The Tselim,9
Superbus,The valleys,Yokneam,181,1,0,181,22,53430,The Tselim / Pines,Download Only,-,390,21978,29.26666641,35.098781,32.651881,Yokneam Illith,The Tselim,35
Superbus,The valleys,Yokneam,181,1,0,181,23,53338,The prairie / cedars,Download Only,-,291,22269,30.13333321,35.096135,32.650849,Yokneam Illith,The prairie,12
Superbus,The valleys,Yokneam,181,1,0,181,24,53283,The prairie / cedars,Download Only,-,216,22485,31,35.094213,32.649771,Yokneam Illith,The prairie,28
Superbus,The valleys,Yokneam,181,1,0,181,25,53284,Arava / Rotem,Download Only,-,111,22596,31.43333244,35.093235,32.649211,Yokneam Illith,The prairie,28
Superbus,The valleys,Yokneam,181,1,0,181,26,59594,Arava / Rotem,Download Only,-,146,22742,32.01666641,35.091826,32.648727,Yokneam Illith,The prairie,61
Superbus,The valleys,Yokneam,181,1,0,181,27,53646,Arava / Eshel,Download Only,-,250,22992,33.01666641,35.089379,32.648127,Yokneam Illith,The prairie,73
Superbus,The valleys,Yokneam,181,1,0,181,28,59592,Arava / Nofar,Download Only,-,208,23200,33.84999847,35.089532,32.646374,Yokneam Illith,The prairie,87
Superbus,The valleys,Yokneam,181,1,0,181,29,59591,The Tselim / Arava,Download Only,-,152,23352,34.38333511,35.089936,32.645152,Yokneam Illith,The Tselim,70
Superbus,The valleys,Yokneam,181,1,0,181,30,53431,Tselim / Rabin,Download Only,-,198,23550,34.81666565,35.090735,32.643531,Yokneam Illith,The Tselim,-
Superbus,The valleys,Yokneam,181,1,0,181,31,53436,Big Center / Odem Forest,Download Only,-,170,23720,35.18333435,35.091698,32.642381,Yokneam Illith,Ruby forest,-
Superbus,The valleys,Yokneam,181,1,0,181,32,59589,Tidhar School / Odem Forest,Download Only,-,693,24413,36.70000076,35.091405,32.638187,Yokneam Illith,Ruby forest,-
Superbus,The valleys,Yokneam,181,1,0,181,33,53500,Commercial Center / Odem Forest,Download Only,-,208,24621,37.23333359,35.089505,32.637428,Yokneam Illith,Ruby forest,19
Superbus,The valleys,Yokneam,181,1,0,181,34,53501,Odem Forest / Meron,Download Only,-,371,24992,37.96666718,35.087082,32.637134,Yokneam Illith,Ruby forest,5
Superbus,The valleys,Yokneam,181,1,0,181,35,53502,Yitzhak Rabin Blvd. / Odem Forest,Download Only,-,149,25141,38.28333282,35.084861,32.637567,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,181,1,0,181,36,53438,Jordan / Hasbani,Download Only,-,294,25435,38.93333435,35.084142,32.639466,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,181,1,0,181,37,53439,Jordan / Banias,Download Only,-,166,25601,39.29999924,35.083875,32.640806,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,181,1,0,181,38,53440,Jordan / Dalyot,Download Only,-,294,25895,39.93333435,35.086063,32.642333,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,181,1,0,181,39,53441,Jordan / Sion,Download Only,-,190,26085,40.34999847,35.086689,32.643876,Yokneam Illith,Jordan,43
Superbus,The valleys,Yokneam,181,1,0,181,40,53442,Jordan / Sion,Download Only,-,335,26420,41.08333206,35.087946,32.644427,Yokneam Illith,Jordan,15
Superbus,The valleys,Yokneam,181,1,0,181,41,53443,Jordan / Strait,Download Only,-,201,26621,41.51666641,35.089195,32.643343,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,181,1,0,181,42,59588,Rabin / Jordan Blvd.,Download Only,-,378,26999,42.34999847,35.090026,32.641802,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,181,1,0,181,43,53437,Commercial Center / Yitzhak Rabin Boulevard,Download Only,-,312,27311,43.01666641,35.09225,32.643795,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,181,1,0,181,44,57907,Peace Valley / Gilad,Download Only,-,485,27796,44.08333206,35.096849,32.643176,Yokneam Illith,Peace Valley,48
Superbus,The valleys,Yokneam,181,1,0,181,45,53613,Peace Valley / Tabor,Download Only,-,264,28060,44.56666565,35.098917,32.644723,Yokneam Illith,Peace Valley,84
Superbus,The valleys,Yokneam,181,1,0,181,46,57905,HaTavor / HaBashan,Download Only,-,252,28312,45.20000076,35.098144,32.646035,Yokneam Illith,The Tabor,20
Superbus,The valleys,Yokneam,181,1,0,181,47,57906,The Tabor / Sinai,Download Only,-,295,28607,45.84999847,35.09559,32.644962,Yokneam Illith,The Tabor,43
Superbus,The valleys,Yokneam,181,1,0,181,48,53444,Municipal / Country Library,Download Only,-,634,29241,47.51666641,35.091787,32.645815,Yokneam Illith,The oaks,76
Superbus,The valleys,Yokneam,181,1,0,181,49,53333,Tennis / Oak Center,Download Only,-,265,29506,48.53333282,35.093494,32.647355,Yokneam Illith,The oaks,37
Superbus,The valleys,Yokneam,181,1,0,181,50,53334,Cedar / Oak School,Download Only,-,261,29767,49.66666794,35.09587,32.648535,Yokneam Illith,The oaks,31
Superbus,The valleys,Yokneam,181,1,0,181,51,53335,The oaks / dudas,Download Only,-,360,30127,51.01666641,35.098816,32.650438,Yokneam Illith,The oaks,30
